<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
02/01/17,15:27:00,60737.0000000,60753.0000000,60726.0000000,60750.0000000,1996
02/01/17,15:28:00,60750.0000000,60755.0000000,60743.0000000,60749.0000000,981
02/01/17,15:29:00,60747.0000000,60748.0000000,60741.0000000,60744.0000000,223
02/01/17,15:30:00,60741.0000000,60743.0000000,60715.0000000,60718.0000000,3741
02/01/17,15:31:00,60720.0000000,60746.0000000,60714.0000000,60728.0000000,2826
02/01/17,15:32:00,60728.0000000,60737.0000000,60706.0000000,60730.0000000,3302
02/01/17,15:33:00,60728.0000000,60740.0000000,60728.0000000,60733.0000000,1224
02/01/17,15:34:00,60731.0000000,60743.0000000,60729.0000000,60738.0000000,649
02/01/17,15:35:00,60736.0000000,60746.0000000,60734.0000000,60744.0000000,551
02/01/17,15:36:00,60744.0000000,60748.0000000,60741.0000000,60748.0000000,653
02/01/17,15:37:00,60748.0000000,60756.0000000,60742.0000000,60748.0000000,2245
02/01/17,15:38:00,60748.0000000,60751.0000000,60744.0000000,60751.0000000,531
02/01/17,15:39:00,60750.0000000,60752.0000000,60742.0000000,60746.0000000,882
02/01/17,15:40:00,60746.0000000,60749.0000000,60743.0000000,60743.0000000,735
02/01/17,15:41:00,60743.0000000,60750.0000000,60740.0000000,60748.0000000,1110
02/01/17,15:42:00,60745.0000000,60745.0000000,60721.0000000,60730.0000000,2345
02/01/17,15:43:00,60730.0000000,60739.0000000,60722.0000000,60729.0000000,1400
02/01/17,15:44:00,60728.0000000,60750.0000000,60725.0000000,60742.0000000,3670
02/01/17,15:45:00,60739.0000000,60756.0000000,60739.0000000,60753.0000000,3565
02/01/17,15:46:00,60751.0000000,60776.0000000,60748.0000000,60774.0000000,3563
02/01/17,15:47:00,60773.0000000,60780.0000000,60763.0000000,60768.0000000,2054
02/01/17,15:48:00,60768.0000000,60779.0000000,60768.0000000,60774.0000000,1322
02/01/17,15:49:00,60771.0000000,60779.0000000,60767.0000000,60775.0000000,1189
02/01/17,15:50:00,60774.0000000,60780.0000000,60767.0000000,60772.0000000,1163
02/01/17,15:51:00,60775.0000000,60799.0000000,60775.0000000,60793.0000000,3304
02/01/17,15:52:00,60794.0000000,60798.0000000,60786.0000000,60791.0000000,840
02/01/17,15:53:00,60791.0000000,60793.0000000,60783.0000000,60790.0000000,639
02/01/17,15:54:00,60790.0000000,60796.0000000,60779.0000000,60779.0000000,1148
02/01/17,15:55:00,60779.0000000,60782.0000000,60758.0000000,60765.0000000,1766
02/01/17,15:56:00,60767.0000000,60770.0000000,60759.0000000,60763.0000000,1050
02/01/17,15:57:00,60762.0000000,60769.0000000,60760.0000000,60762.0000000,346
02/01/17,15:58:00,60764.0000000,60768.0000000,60755.0000000,60755.0000000,701
02/01/17,15:59:00,60754.0000000,60768.0000000,60754.0000000,60768.0000000,668
02/01/17,16:00:00,60764.0000000,60773.0000000,60756.0000000,60767.0000000,2073
02/01/17,16:01:00,60769.0000000,60769.0000000,60755.0000000,60763.0000000,1301
02/01/17,16:02:00,60763.0000000,60790.0000000,60760.0000000,60785.0000000,3453
02/01/17,16:03:00,60785.0000000,60790.0000000,60778.0000000,60783.0000000,1052
02/01/17,16:04:00,60783.0000000,60793.0000000,60783.0000000,60786.0000000,537
02/01/17,16:05:00,60783.0000000,60789.0000000,60776.0000000,60779.0000000,2308
02/01/17,16:06:00,60779.0000000,60783.0000000,60775.0000000,60781.0000000,311
02/01/17,16:07:00,60780.0000000,60783.0000000,60774.0000000,60780.0000000,1162
02/01/17,16:08:00,60780.0000000,60788.0000000,60772.0000000,60781.0000000,1103
02/01/17,16:09:00,60778.0000000,60781.0000000,60759.0000000,60759.0000000,2072
02/01/17,16:10:00,60761.0000000,60763.0000000,60743.0000000,60748.0000000,3009
02/01/17,16:11:00,60751.0000000,60767.0000000,60736.0000000,60758.0000000,4873
02/01/17,16:12:00,60755.0000000,60759.0000000,60752.0000000,60754.0000000,437
02/01/17,16:13:00,60754.0000000,60767.0000000,60753.0000000,60767.0000000,544
02/01/17,16:14:00,60767.0000000,60768.0000000,60743.0000000,60751.0000000,1029
02/01/17,16:15:00,60754.0000000,60821.0000000,60754.0000000,60805.0000000,10650
02/01/17,16:16:00,60805.0000000,60838.0000000,60804.0000000,60820.0000000,12644
02/01/17,16:17:00,60820.0000000,60822.0000000,60789.0000000,60817.0000000,5624
02/01/17,16:18:00,60817.0000000,60818.0000000,60795.0000000,60806.0000000,2079
02/01/17,16:19:00,60808.0000000,60817.0000000,60798.0000000,60801.0000000,2060
02/01/17,16:20:00,60803.0000000,60818.0000000,60801.0000000,60805.0000000,2122
02/01/17,16:21:00,60806.0000000,60831.0000000,60795.0000000,60818.0000000,6772
02/01/17,16:22:00,60819.0000000,60821.0000000,60801.0000000,60801.0000000,1739
02/01/17,16:23:00,60804.0000000,60832.0000000,60801.0000000,60815.0000000,1808
02/01/17,16:24:00,60815.0000000,60822.0000000,60807.0000000,60821.0000000,1858
02/01/17,16:25:00,60822.0000000,60823.0000000,60813.0000000,60816.0000000,610
02/01/17,16:26:00,60816.0000000,60817.0000000,60798.0000000,60802.0000000,2541
02/01/17,16:27:00,60800.0000000,60804.0000000,60791.0000000,60791.0000000,806
02/01/17,16:28:00,60792.0000000,60804.0000000,60791.0000000,60800.0000000,1828
02/01/17,16:29:00,60800.0000000,60807.0000000,60795.0000000,60795.0000000,433
02/01/17,16:30:00,60795.0000000,60814.0000000,60793.0000000,60793.0000000,1631
02/01/17,16:31:00,60797.0000000,60808.0000000,60791.0000000,60792.0000000,1945
02/01/17,16:32:00,60791.0000000,60801.0000000,60784.0000000,60793.0000000,955
02/01/17,16:33:00,60792.0000000,60805.0000000,60771.0000000,60771.0000000,2046
02/01/17,16:34:00,60772.0000000,60782.0000000,60761.0000000,60774.0000000,2119
02/01/17,16:35:00,60773.0000000,60787.0000000,60764.0000000,60774.0000000,2882
02/01/17,16:36:00,60773.0000000,60778.0000000,60767.0000000,60777.0000000,570
02/01/17,16:37:00,60773.0000000,60782.0000000,60767.0000000,60772.0000000,727
02/01/17,16:38:00,60772.0000000,60787.0000000,60772.0000000,60787.0000000,678
02/01/17,16:39:00,60787.0000000,60798.0000000,60780.0000000,60781.0000000,885
02/01/17,16:40:00,60782.0000000,60782.0000000,60763.0000000,60776.0000000,1819
02/01/17,16:41:00,60776.0000000,60790.0000000,60776.0000000,60783.0000000,703
02/01/17,16:42:00,60782.0000000,60788.0000000,60779.0000000,60784.0000000,643
02/01/17,16:43:00,60782.0000000,60804.0000000,60782.0000000,60794.0000000,1553
02/01/17,16:44:00,60796.0000000,60805.0000000,60787.0000000,60798.0000000,1255
02/01/17,16:45:00,60795.0000000,60799.0000000,60777.0000000,60781.0000000,779
02/01/17,16:46:00,60782.0000000,60798.0000000,60780.0000000,60795.0000000,439
02/01/17,16:47:00,60794.0000000,60797.0000000,60785.0000000,60787.0000000,305
02/01/17,16:48:00,60785.0000000,60789.0000000,60780.0000000,60782.0000000,929
02/01/17,16:49:00,60781.0000000,60789.0000000,60776.0000000,60780.0000000,1190
02/01/17,16:50:00,60776.0000000,60779.0000000,60761.0000000,60762.0000000,1961
02/01/17,16:51:00,60763.0000000,60777.0000000,60757.0000000,60775.0000000,2886
02/01/17,16:52:00,60776.0000000,60787.0000000,60774.0000000,60783.0000000,1859
02/01/17,16:53:00,60785.0000000,60788.0000000,60775.0000000,60779.0000000,723
02/01/17,16:54:00,60779.0000000,60795.0000000,60778.0000000,60788.0000000,1350
02/01/17,16:55:00,60787.0000000,60793.0000000,60781.0000000,60781.0000000,1043
02/01/17,16:56:00,60786.0000000,60794.0000000,60781.0000000,60791.0000000,806
02/01/17,16:57:00,60791.0000000,60795.0000000,60772.0000000,60776.0000000,1249
02/01/17,16:58:00,60773.0000000,60775.0000000,60765.0000000,60772.0000000,1669
02/01/17,16:59:00,60770.0000000,60774.0000000,60761.0000000,60770.0000000,1586
02/01/17,17:00:00,60773.0000000,60812.0000000,60761.0000000,60804.0000000,6586
02/01/17,17:01:00,60804.0000000,60811.0000000,60783.0000000,60789.0000000,5834
02/01/17,17:02:00,60788.0000000,60795.0000000,60761.0000000,60783.0000000,2826
02/01/17,17:03:00,60783.0000000,60795.0000000,60777.0000000,60783.0000000,878
02/01/17,17:04:00,60782.0000000,60785.0000000,60775.0000000,60780.0000000,1996
02/01/17,17:05:00,60778.0000000,60792.0000000,60768.0000000,60784.0000000,3551
02/01/17,17:06:00,60781.0000000,60803.0000000,60775.0000000,60795.0000000,3957
02/01/17,17:07:00,60796.0000000,60797.0000000,60786.0000000,60795.0000000,2150
02/01/17,17:08:00,60792.0000000,60809.0000000,60788.0000000,60800.0000000,3134
02/01/17,17:09:00,60802.0000000,60807.0000000,60794.0000000,60798.0000000,1099
02/01/17,17:10:00,60797.0000000,60804.0000000,60790.0000000,60804.0000000,902
02/01/17,17:11:00,60804.0000000,60817.0000000,60795.0000000,60816.0000000,3170
02/01/17,17:12:00,60817.0000000,60828.0000000,60801.0000000,60811.0000000,4482
02/01/17,17:13:00,60814.0000000,60820.0000000,60809.0000000,60810.0000000,874
02/01/17,17:14:00,60810.0000000,60816.0000000,60805.0000000,60816.0000000,1167
02/01/17,17:15:00,60813.0000000,60818.0000000,60810.0000000,60810.0000000,737
02/01/17,17:16:00,60810.0000000,60813.0000000,60794.0000000,60810.0000000,3146
02/01/17,17:17:00,60807.0000000,60810.0000000,60790.0000000,60808.0000000,3009
02/01/17,17:18:00,60804.0000000,60807.0000000,60790.0000000,60795.0000000,1342
02/01/17,17:19:00,60794.0000000,60808.0000000,60794.0000000,60798.0000000,1490
02/01/17,17:20:00,60797.0000000,60807.0000000,60791.0000000,60800.0000000,3155
02/01/17,17:21:00,60801.0000000,60812.0000000,60795.0000000,60812.0000000,1377
02/01/17,17:22:00,60812.0000000,60812.0000000,60800.0000000,60805.0000000,1398
02/01/17,17:23:00,60806.0000000,60813.0000000,60799.0000000,60812.0000000,1517
02/01/17,17:24:00,60812.0000000,60814.0000000,60805.0000000,60805.0000000,576
02/01/17,17:25:00,60805.0000000,60823.0000000,60805.0000000,60821.0000000,2047
02/01/17,17:26:00,60821.0000000,60827.0000000,60815.0000000,60824.0000000,1630
02/01/17,17:27:00,60820.0000000,60824.0000000,60816.0000000,60820.0000000,617
02/01/17,17:28:00,60818.0000000,60830.0000000,60817.0000000,60827.0000000,1073
02/01/17,17:29:00,60827.0000000,60873.0000000,60827.0000000,60863.0000000,9317
02/01/17,17:30:00,60862.0000000,60863.0000000,60833.0000000,60840.0000000,4072
02/01/17,17:31:00,60841.0000000,60847.0000000,60833.0000000,60835.0000000,1177
02/01/17,17:32:00,60835.0000000,60870.0000000,60834.0000000,60860.0000000,2375
02/01/17,17:33:00,60862.0000000,60888.0000000,60861.0000000,60883.0000000,4731
02/01/17,17:34:00,60882.0000000,60900.0000000,60882.0000000,60891.0000000,4192
02/01/17,17:35:00,60891.0000000,60914.0000000,60882.0000000,60909.0000000,5932
02/01/17,17:36:00,60909.0000000,60918.0000000,60900.0000000,60909.0000000,4809
02/01/17,17:37:00,60909.0000000,60911.0000000,60876.0000000,60889.0000000,5965
02/01/17,17:38:00,60888.0000000,60909.0000000,60883.0000000,60902.0000000,3129
02/01/17,17:39:00,60898.0000000,60902.0000000,60876.0000000,60887.0000000,1473
02/01/17,17:40:00,60887.0000000,60894.0000000,60877.0000000,60889.0000000,2025
02/01/17,17:41:00,60889.0000000,60943.0000000,60880.0000000,60931.0000000,7468
02/01/17,17:42:00,60931.0000000,60934.0000000,60900.0000000,60900.0000000,4263
02/01/17,17:43:00,60902.0000000,60915.0000000,60893.0000000,60907.0000000,2159
02/01/17,17:44:00,60908.0000000,60920.0000000,60895.0000000,60896.0000000,1665
02/01/17,17:45:00,60896.0000000,60909.0000000,60894.0000000,60902.0000000,1232
02/01/17,17:46:00,60903.0000000,60905.0000000,60886.0000000,60895.0000000,2238
02/01/17,17:47:00,60896.0000000,60910.0000000,60896.0000000,60906.0000000,753
02/01/17,17:48:00,60906.0000000,60910.0000000,60885.0000000,60891.0000000,1559
02/01/17,17:49:00,60888.0000000,60889.0000000,60860.0000000,60863.0000000,4166
02/01/17,17:50:00,60863.0000000,60867.0000000,60855.0000000,60866.0000000,1886
02/01/17,17:51:00,60866.0000000,60869.0000000,60855.0000000,60859.0000000,1511
02/01/17,17:52:00,60858.0000000,60870.0000000,60856.0000000,60866.0000000,2970
02/01/17,17:53:00,60867.0000000,60900.0000000,60867.0000000,60894.0000000,6079
02/01/17,17:54:00,60896.0000000,60903.0000000,60892.0000000,60903.0000000,2180
02/01/17,17:55:00,60903.0000000,60927.0000000,60891.0000000,60915.0000000,4146
02/01/17,17:56:00,60913.0000000,60915.0000000,60904.0000000,60905.0000000,1323
02/01/17,17:57:00,60906.0000000,60917.0000000,60905.0000000,60917.0000000,1225
02/01/17,17:58:00,60917.0000000,60928.0000000,60915.0000000,60923.0000000,2458
02/01/17,17:59:00,60922.0000000,60924.0000000,60905.0000000,60914.0000000,2712
02/01/17,18:00:00,60914.0000000,60958.0000000,60911.0000000,60928.0000000,11510
02/01/17,18:01:00,60930.0000000,60946.0000000,60928.0000000,60940.0000000,2227
02/01/17,18:02:00,60939.0000000,60940.0000000,60923.0000000,60932.0000000,2748
02/01/17,18:03:00,60932.0000000,60950.0000000,60931.0000000,60944.0000000,3171
02/01/17,18:04:00,60945.0000000,60951.0000000,60940.0000000,60944.0000000,1776
02/01/17,18:05:00,60942.0000000,60955.0000000,60940.0000000,60949.0000000,2224
02/01/17,18:06:00,60949.0000000,60954.0000000,60938.0000000,60939.0000000,2432
02/01/17,18:07:00,60939.0000000,60943.0000000,60931.0000000,60931.0000000,1835
02/01/17,18:08:00,60933.0000000,60938.0000000,60911.0000000,60911.0000000,2929
02/01/17,18:09:00,60911.0000000,60923.0000000,60906.0000000,60916.0000000,2328
02/01/17,18:10:00,60915.0000000,60917.0000000,60906.0000000,60912.0000000,1267
02/01/17,18:11:00,60909.0000000,60925.0000000,60906.0000000,60921.0000000,1131
02/01/17,18:12:00,60921.0000000,60922.0000000,60905.0000000,60909.0000000,1791
02/01/17,18:13:00,60909.0000000,60916.0000000,60904.0000000,60913.0000000,761
02/01/17,18:14:00,60912.0000000,60914.0000000,60884.0000000,60889.0000000,3249
02/01/17,18:15:00,60888.0000000,60898.0000000,60840.0000000,60855.0000000,11236
02/01/17,18:16:00,60858.0000000,60870.0000000,60840.0000000,60861.0000000,4925
02/01/17,18:17:00,60857.0000000,60872.0000000,60853.0000000,60863.0000000,3584
02/01/17,18:18:00,60861.0000000,60863.0000000,60843.0000000,60847.0000000,2257
02/01/17,18:19:00,60848.0000000,60866.0000000,60841.0000000,60866.0000000,1894
02/01/17,18:20:00,60862.0000000,60871.0000000,60858.0000000,60866.0000000,798
02/01/17,18:21:00,60868.0000000,60877.0000000,60863.0000000,60873.0000000,1008
02/01/17,18:22:00,60872.0000000,60878.0000000,60866.0000000,60875.0000000,1245
02/01/17,18:23:00,60874.0000000,60876.0000000,60863.0000000,60873.0000000,769
02/01/17,18:24:00,60871.0000000,60875.0000000,60844.0000000,60850.0000000,1303
02/01/17,18:25:00,60850.0000000,60865.0000000,60842.0000000,60851.0000000,1541
02/01/17,18:26:00,60852.0000000,60868.0000000,60851.0000000,60861.0000000,556
02/01/17,18:27:00,60860.0000000,60865.0000000,60851.0000000,60853.0000000,1252
02/01/17,18:28:00,60853.0000000,60875.0000000,60853.0000000,60875.0000000,1443
02/01/17,18:29:00,60874.0000000,60884.0000000,60863.0000000,60867.0000000,4627
02/01/17,18:30:00,60867.0000000,60949.0000000,60867.0000000,60890.0000000,26660
02/01/17,18:31:00,60892.0000000,60897.0000000,60849.0000000,60882.0000000,10180
02/01/17,18:32:00,60878.0000000,60910.0000000,60867.0000000,60900.0000000,5692
02/01/17,18:33:00,60897.0000000,60931.0000000,60895.0000000,60927.0000000,8129
02/01/17,18:34:00,60927.0000000,60930.0000000,60888.0000000,60917.0000000,6157
02/01/17,18:35:00,60914.0000000,60923.0000000,60870.0000000,60896.0000000,4273
02/01/17,18:36:00,60893.0000000,60904.0000000,60883.0000000,60904.0000000,3677
02/01/17,18:37:00,60904.0000000,60948.0000000,60904.0000000,60925.0000000,6434
02/01/17,18:38:00,60927.0000000,60929.0000000,60910.0000000,60924.0000000,4283
02/01/17,18:39:00,60922.0000000,60927.0000000,60907.0000000,60925.0000000,2811
02/01/17,18:40:00,60926.0000000,60928.0000000,60889.0000000,60903.0000000,3427
02/01/17,18:41:00,60902.0000000,60904.0000000,60892.0000000,60898.0000000,917
02/01/17,18:42:00,60899.0000000,60906.0000000,60895.0000000,60900.0000000,1361
02/01/17,18:43:00,60900.0000000,60903.0000000,60861.0000000,60866.0000000,5077
02/01/17,18:44:00,60867.0000000,60872.0000000,60810.0000000,60839.0000000,10798
02/01/17,19:00:00,60836.0000000,60836.0000000,60764.0000000,60786.0000000,4468
02/01/17,19:01:00,60790.0000000,60794.0000000,60773.0000000,60780.0000000,6142
02/01/17,19:02:00,60784.0000000,60787.0000000,60755.0000000,60775.0000000,5272
02/01/17,19:03:00,60773.0000000,60800.0000000,60766.0000000,60794.0000000,5315
02/01/17,19:04:00,60794.0000000,60795.0000000,60780.0000000,60780.0000000,2266
02/01/17,19:05:00,60781.0000000,60820.0000000,60775.0000000,60816.0000000,4979
02/01/17,19:06:00,60816.0000000,60838.0000000,60802.0000000,60814.0000000,2549
02/01/17,19:07:00,60811.0000000,60814.0000000,60784.0000000,60799.0000000,2367
02/01/17,19:08:00,60800.0000000,60802.0000000,60781.0000000,60792.0000000,2323
02/01/17,19:09:00,60792.0000000,60818.0000000,60787.0000000,60813.0000000,1682
02/01/17,19:10:00,60812.0000000,60813.0000000,60785.0000000,60785.0000000,1961
02/01/17,19:11:00,60786.0000000,60800.0000000,60782.0000000,60798.0000000,2685
02/01/17,19:12:00,60799.0000000,60800.0000000,60780.0000000,60793.0000000,1452
02/01/17,19:13:00,60793.0000000,60795.0000000,60775.0000000,60781.0000000,1459
02/01/17,19:14:00,60779.0000000,60804.0000000,60777.0000000,60800.0000000,1902
02/01/17,19:15:00,60803.0000000,60817.0000000,60792.0000000,60817.0000000,1958
02/01/17,19:16:00,60816.0000000,60825.0000000,60810.0000000,60811.0000000,956
02/01/17,19:17:00,60812.0000000,60812.0000000,60737.0000000,60749.0000000,7807
02/01/17,19:18:00,60748.0000000,60749.0000000,60726.0000000,60741.0000000,4934
02/01/17,19:19:00,60741.0000000,60788.0000000,60736.0000000,60770.0000000,5662
02/01/17,19:20:00,60770.0000000,60785.0000000,60758.0000000,60783.0000000,2153
02/01/17,19:21:00,60781.0000000,60797.0000000,60773.0000000,60778.0000000,1083
02/01/17,19:22:00,60778.0000000,60795.0000000,60774.0000000,60787.0000000,1202
02/01/17,19:23:00,60788.0000000,60791.0000000,60781.0000000,60787.0000000,491
02/01/17,19:24:00,60789.0000000,60792.0000000,60779.0000000,60787.0000000,740
02/01/17,19:25:00,60791.0000000,60793.0000000,60774.0000000,60779.0000000,1261
02/01/17,19:26:00,60779.0000000,60813.0000000,60778.0000000,60802.0000000,1946
02/01/17,19:27:00,60804.0000000,60818.0000000,60800.0000000,60808.0000000,1437
02/01/17,19:28:00,60809.0000000,60811.0000000,60791.0000000,60805.0000000,2497
02/01/17,19:29:00,60805.0000000,60820.0000000,60804.0000000,60809.0000000,2409
02/01/17,19:30:00,60807.0000000,60818.0000000,60802.0000000,60814.0000000,1137
02/01/17,19:31:00,60814.0000000,60832.0000000,60810.0000000,60820.0000000,1727
02/01/17,19:32:00,60816.0000000,60820.0000000,60809.0000000,60817.0000000,743
02/01/17,19:33:00,60814.0000000,60827.0000000,60808.0000000,60818.0000000,764
02/01/17,19:34:00,60818.0000000,60835.0000000,60816.0000000,60831.0000000,723
02/01/17,19:35:00,60833.0000000,60847.0000000,60830.0000000,60837.0000000,1868
02/01/17,19:36:00,60836.0000000,60841.0000000,60825.0000000,60829.0000000,1488
02/01/17,19:37:00,60830.0000000,60848.0000000,60823.0000000,60843.0000000,1763
02/01/17,19:38:00,60843.0000000,60849.0000000,60815.0000000,60816.0000000,2264
02/01/17,19:39:00,60817.0000000,60819.0000000,60812.0000000,60815.0000000,1065
02/01/17,19:40:00,60815.0000000,60829.0000000,60808.0000000,60829.0000000,1515
02/01/17,19:41:00,60828.0000000,60839.0000000,60819.0000000,60828.0000000,791
02/01/17,19:42:00,60825.0000000,60840.0000000,60825.0000000,60837.0000000,744
